feed_product_type,item_sku,brand_name,item_name,manufacturer,part_number,item_type,fit_type,standard_price,quantity,item_package_quantity,condition_type,number_of_items,main_image_url,other_image_url1,other_image_url2,other_image_url3,swatch_image_url,parent_child,parent_sku,relationship_type,variation_theme,update_delete,product_subtype,product_description,inner_material_type,outer_material_type,sole_material,model,oe_manufacturer,department_name,style_keywords,bullet_point1,bullet_point2,bullet_point3,bullet_point4,bullet_point5,target_audience_keywords,generic_keywords,list_price
autopart,LZTR5AGP/3381&-64,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE CARAVAN SXT 2004-2007 3.3L/201,NGK,DZNGK-22150,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,CARAVAN,SXT,2004,2007,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-65,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for DODGE CHALLENGER SRT8 2008-2010 6.1L/370,NGK,DZNGK-22151,automotive-ignition-products,,36.14,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp8c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V8,  Engine Size 6.1L/370",Engine Family Mopar Hemi Gen III,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 8 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,CHALLENGER,SRT8,2008,2010,V8,6.1L/370, Hemi Gen III,",54.21
autopart,LZTR5AGP/3381&-66,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE CHARGER BASE 2006-2007 2.7L/167,NGK,DZNGK-22152,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,CHARGER,BASE,2006,2007,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-67,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE CHARGER SE 2007-2010 2.7L/167,NGK,DZNGK-22153,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,CHARGER,SE,2007,2010,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-68,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for DODGE CHARGER SRT8 2006-2010 6.1L/370,NGK,DZNGK-22154,automotive-ignition-products,,36.14,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp8c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V8,  Engine Size 6.1L/370",Engine Family Mopar Hemi Gen III,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 8 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,CHARGER,SRT8,2006,2010,V8,6.1L/370, Hemi Gen III,",54.21
autopart,LZTR5AGP/3381&-69,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN ANNIVERSARY EDITION 2004-2004 3.8L/230,NGK,DZNGK-22155,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/230",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,ANNIVERSARY EDITION,2004,2004,V6,3.8L/230, V6,",45.75
autopart,LZTR5AGP/3381&-70,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN BASE 2003-2003 3.3L/201,NGK,DZNGK-22156,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,BASE,2003,2003,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-71,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN C/V 2004-2005 3.3L/201,NGK,DZNGK-22157,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,C/V,2004,2005,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-72,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN C/V 2008-2010 3.3L/201,NGK,DZNGK-22158,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,C/V,2008,2010,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-73,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN EL 2002-2002 3.8L/230,NGK,DZNGK-22159,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/230",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,EL,2002,2002,V6,3.8L/230, V6,",45.75
autopart,LZTR5AGP/3381&-74,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN EL 2002-2003 3.3L/201,NGK,DZNGK-22160,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,EL,2002,2003,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-75,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN ES 2001-2002 3.3L/201,NGK,DZNGK-22161,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,ES,2001,2002,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-76,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN ES 2001-2003 3.8L/230,NGK,DZNGK-22162,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/230",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,ES,2001,2003,V6,3.8L/230, V6,",45.75
autopart,LZTR5AGP/3381&-77,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN EX 2001-2004 3.8L/230,NGK,DZNGK-22163,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/230",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,EX,2001,2004,V6,3.8L/230, V6,",45.75
autopart,LZTR5AGP/3381&-78,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN EX 2002-2002 3.3L/201,NGK,DZNGK-22164,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,EX,2002,2002,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-79,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN SE 2001-2010 3.3L/201,NGK,DZNGK-22165,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,SE,2001,2010,V6,3.3L/201, V6,",45.75
autopart,LZTR5AGP/3381&-80,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN SE 2002-2002 3.8L/230,NGK,DZNGK-22166,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/230",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,SE,2002,2002,V6,3.8L/230, V6,",45.75
autopart,LZTR5AGP/3381&-81,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN SE PLUS 2005-2005 3.3L/201,NGK,DZNGK-22167,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.3L/201",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,GRAND CARAVAN,SE PLUS,2005,2005,V6,3.3L/201, V6,",45.75
